Title,Provider,Skills,Rating,Reviews,Details,Course Link,Image URL
People and Soft Skills for Professional and Personal Success,IBM,"Active Listening, Problem Solving, Collaboration, Presentations, Interpersonal Communications, Teamwork, Conflict Management, Creative Problem-Solving, Constructive Feedback, Creative Thinking, Root Cause Analysis, Team Building, Virtual Teams, Team Oriented, Public Speaking, Agile Methodology, Persuasive Communication, Client Services, Ability To Meet Deadlines, Business Research",4.7,3.8K reviews,Beginner Â· Specialization Â· 1 - 3 Months,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cc/59966630f54360964b25543e58cfa1/People-and-Soft-Skills-for-Professional-and-Personal-Success.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Share Data Through the Art of Visualization,Google,"Data Storytelling, Data Visualization, Data Presentation, Interactive Data Visualization, Tableau Software, Presentations, Data Visualization Software, Dashboard, Web Content Accessibility Guidelines, Design Elements And Principles",4.6,9.5K reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/visualize-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/60/043ef8b0034ded8a103de9e3856147/Share-Data-Through-the-Art-of-Visualization.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,"Literacy, Grammar, Technology Strategies, Technology Roadmaps, Vocabulary, Language Learning, Innovation, Digital Transformation",4.9,4.2K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/tesol-certificate-2,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/33/b933d00b3011e6ba1cc159dd21364a/tesol_ASU_banner.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
IBM Program Manager,IBM,"Program Management, Stakeholder Management, Resource Allocation, Agile Software Development, Stakeholder Engagement, Agile Methodology, Project Management Life Cycle, Kanban Principles, Change Management, Project Management Office (PMO), Organizational Change, Organizational Strategy, Agile Project Management, Risk Management, Governance, Earned Value Management, Cost Management, Team Building, Project Management, Performance Management",4.8,2.5K reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-program-manager,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bd/0ece9d8f33408b8efdba6613639cb3/600x600_202157992.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Medical Office Procedures and Administration Fundamentals,MedCerts,"Medical Office Procedures, Medical Records, Health Information Management and Medical Records, Conflict Management, Electronic Medical Record, Patient Registration, Patient Coordination, Office Administration, Cultural Responsiveness, Cultural Diversity, Cultural Sensitivity, Professionalism, Record Keeping, Patient Education and Support, Professional Development, Administrative Support and Clerical Tasks, Office Management, Administrative Support, Health Care Procedure and Regulation, Time Management",4.8,726 reviews,Beginner Â· Specialization Â· 1 - 3 Months,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0c/f705b49a0c415ca35515f5f49ff9ce/Logo-Image_1200x1200_Medical-Office-Procedures-and-Administration-Fundamentals.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
The Materiality of ESG Factors,University of Pennsylvania,"Environmental Social And Corporate Governance (ESG), Risk Analysis, Risk Management, Business Risk Management, Stakeholder Management, Corporate Sustainability, Governance, Investment Management, Diversity and Inclusion, Corporate Strategy, Waste Minimization, Investments, Business Ethics, Corporate Communications, Financial Data, Crisis Management, Insurance, Return On Investment, Environmental Policy, Portfolio Management",4.7,1.3K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/materiality-esg-factors,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/9f/e416c3b6904ca3b67514713ef0e43b/ESG_Specialization_coursera-copy.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Project Management,University of Colorado Boulder,"User Story, Supplier Management, Project Schedules, Project Closure, Engineering Management, Milestones (Project Management), Team Leadership, Stakeholder Management, Agile Project Management, Scheduling, Scrum (Software Development), Procurement, Quality Management, Project Planning, Agile Software Development, Risk Management, Agile Methodology, Project Scoping, Resource Management, Stakeholder Communications",4.8,1.3K reviews,Beginner Â· Specialization Â· 1 - 3 Months,https://www.coursera.org/specializations/meem-project-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/620b0a23754b2ea859f5cbd31f3ef7/Slide1.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
IBM Machine Learning,IBM,"Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Feature Engineering, Generative AI, Dimensionality Reduction, Reinforcement Learning, Artificial Intelligence and Machine Learning (AI/ML), Data Cleansing, Applied Machine Learning, Data Access, Deep Learning, Data Analysis, Regression Analysis, Machine Learning, Statistical Analysis, Statistical Inference, Machine Learning Algorithms, Classification And Regression Tree (CART), Scikit Learn (Machine Learning Library)",4.6,3K reviews,Intermediate Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/0b8c921b6346f69278f39ba6ca8128/Professional-Certificate---IBM-Machine-Language.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Algorithms,Stanford University,"Data Structures, Graph Theory, Algorithms, Bioinformatics, Theoretical Computer Science, Computational Thinking, Network Analysis, Network Routing, Analysis, Probability, Design Strategies, Computer Science",4.8,5.9K reviews,Intermediate Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/algorithms,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5e/41de00794811e682cb918e3e406e4d/cs161logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Game Theory,Stanford University,"Game Theory, Business Strategy, Strategic Decision-Making, Mathematical Modeling, Graph Theory, Bayesian Statistics, Decision Making, Behavioral Economics, Probability, Economics, Competitive Analysis, Algorithms, Theoretical Computer Science, Human Learning, Probability Distribution",4.6,4.8K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/game-theory-1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/9f98f0336111e69f8b4d7acdaafbd1/Brueghel-Children.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Artificial Intelligence in Marketing,University of Virginia,"Marketing Strategies, MarTech, Digital Transformation, Marketing, Marketing Analytics, Data-Driven Decision-Making, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Strategy, Customer Insights, Competitive Analysis, Network Analysis, Real Time Data, Customer Relationship Management",4.6,284 reviews,Beginner Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/89/7cf5eb5d4744428e0f3480931a479a/ai-course-image-01.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Amazon Junior Software Developer,Amazon,"Git (Version Control System), Software Development Methodologies, JUnit, Requirements Analysis, Application Development, Software Development Life Cycle, SQL, Full-Stack Web Development, Test Driven Development (TDD), Version Control, Restful API, Object Oriented Programming (OOP), Object Oriented Design, Database Management, Digital Transformation, Relational Databases, Java Programming, Generative AI, Java, Front-End Web Development",4.6,224 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/amazon-junior-software-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b5/696006b5f34e2fa0bda17806915dcd/Primary-image-to-represent-the-full-program-1200x600.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
Business Analytics with Excel: Elementary to Advanced,Johns Hopkins University,"Risk Modeling, Regression Analysis, Microsoft Excel, Business Analytics, Business Process Modeling, Business Risk Management, Business Modeling, Data Modeling, Resource Allocation, Statistical Analysis, Mathematical Modeling, Process Optimization, Financial Analysis, Spreadsheet Software, Predictive Analytics, Transportation Operations",4.8,3.7K reviews,Intermediate Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/business-analytics-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/66/e2793ae80742ccac9bdebe7f538a1c/excel-g9ac6b342d_1920.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50
System Administration and IT Infrastructure Services,Google,"Systems Administration, Cloud Infrastructure, IT Infrastructure, Lightweight Directory Access Protocols, Active Directory, Disaster Recovery, Server Administration, Linux Administration, Cloud Computing, Servers, Network Administration, Windows Servers, Data Storage, Virtualization, User Accounts",4.8,26K reviews,Beginner Â· Course Â· 1 - 3 Months,https://www.coursera.org/learn/system-administration-it-infrastructure-services,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/82/d56dd0f26a11e78b9f155aee1c522b/Course-Logo-4---NEW.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
NASM Personal Fitness Trainer,National Academy of Sports Medicine,"Goal Setting, Kinesiology, Health Assessment, Preventative Care, Respiration, Automated External Defibrillator, Cardiopulmonary Resuscitation (CPR), Overcoming Obstacles, Mechanics, Motivational Interviewing, Injury Prevention, Coaching, Anatomy, Safety Training, Physical Therapy, Motivational Skills, Medical Terminology, Food and Beverage, Health Care, Personal Development",4.8,105 reviews,Beginner Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/7c7987b24a4c69b947a2aaa17f3fef/program-600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,"Data Pipelines, Dataflow, Google Cloud Platform, Real Time Data, Data Lakes, Data Storage, MLOps (Machine Learning Operations), Data Analysis, Dashboard, Data Warehousing, Data Processing, Extract, Transform, Load, Data Infrastructure, Cloud Storage, Big Data, Tensorflow, Unstructured Data, Data Management, Data Integration, Data Visualization Software",4.6,19K reviews,Intermediate Â· Professional Certificate Â· 3 - 6 Months,https://www.coursera.org/professional-certificates/gcp-data-engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/63/c6c427d9244493b8074cd432eab090/DE.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Modern and Contemporary Art and Design,The Museum of Modern Art,"Liberal Arts, Social Studies, Discussion Facilitation, Aesthetics, Interactive Learning, Electronic Media, Culture, Student Engagement, Cultural Diversity, Media and Communications, Design, Journalism, Architectural Design, Multimedia, Design Elements And Principles, Environmental Issue, Artificial Intelligence, Storytelling, Research, Sociology",4.8,15K reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/modern-contemporary-art-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7f/4cd8b5440f47bf97c1ee1b42575bbc/Van-gogh_3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
Microsoft Power BI and Power Platform for Productivity,Microsoft,"Extract, Transform, Load, Star Schema, Dashboard, Microsoft Power Platform, Data Analysis Expressions (DAX), Data Storytelling, Power BI, Microsoft Power Automate/Flow, Interactive Data Visualization, Microsoft Excel, Excel Formulas, Data-Driven Decision-Making, Data Analysis, Data Presentation, Data Visualization Software, Spreadsheet Software, Data Transformation, Generative AI, Microsoft Azure, ChatGPT",4.4,456 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f7/d536e665284311bacdc44372b8d2fd/Microsoft-Power-BI-and-Power-Platform-for-Productivity-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,"Tensorflow, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Performance Tuning, Machine Learning Methods, Artificial Neural Networks, Applied Machine Learning, Machine Learning, Supervised Learning, Machine Learning Algorithms, Network Architecture, Algorithms, Analysis, Debugging",4.9,63K reviews,Intermediate Â· Course Â· 1 - 4 Weeks,https://www.coursera.org/learn/deep-neural-network,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/338aaaed464b91b04ddf65c50dd673/Course-logo-2.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
AI Product Management,Duke University,"Deep Learning, MLOps (Machine Learning Operations), Data Ethics, Data Management, Unsupervised Learning, Human Computer Interaction, User Experience Design, Classification And Regression Tree (CART), Data Quality, Human Centered Design, Machine Learning, Human Factors, Regression Analysis, Technical Management, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Artificial Neural Networks, Computer Vision, Data Processing, Personally Identifiable Information",4.7,752 reviews,Beginner Â· Specialization Â· 3 - 6 Months,https://www.coursera.org/specializations/ai-product-management-duke,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d1/af14fcbf7449f4b339070f669102dc/brain-artificial-intelligence-machine-learning-big-data-digital-face-1640118-pxhere.com-square.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=320
